chainCode,iataCode,dupeId,name,hotelId,geoCode,address,giataId,lastUpdate
KY,MAD,700025906,ESPAHOTEL PLAZA BASILICA,KYMADBAS,"{'latitude': 40.44966, 'longitude': -3.69852}",{'countryCode': 'ES'},49384,2023-06-15T09:52:07
KY,MAD,700033111,GRAN ATLANTA HOTEL,KYMADATL,"{'latitude': 40.45023, 'longitude': -3.69824}",{'countryCode': 'ES'},61040,2023-06-15T09:52:23
KY,MAD,700007795,GRAN VERSALLES,KYMADVER,"{'latitude': 40.42831, 'longitude': -3.6971}",{'countryCode': 'ES'},13408,2023-06-15T09:56:19
KY,MAD,700094553,HOTEL JULIA,KYMADJUL,"{'latitude': 40.43419, 'longitude': -3.63269}",{'countryCode': 'ES'},156627,2023-06-15T10:30:06
KY,MAD,700061706,SUITE PRADOHOTEL,KYMADSUI,"{'latitude': 40.41513, 'longitude': -3.69915}",{'countryCode': 'ES'},111030,2023-06-15T09:59:12
KY,MAD,700211471,HOTEL DOME MADRID,KYMADDOM,"{'latitude': 40.51379, 'longitude': -3.67301}",{'countryCode': 'ES'},391440,2023-06-15T10:33:32
KY,MAD,700094543,APARTO-HOTEL ROSALES,KYMADROS,"{'latitude': 40.42964, 'longitude': -3.71879}",{'countryCode': 'ES'},156616,2023-06-15T09:59:12
KY,MAD,700094561,GRAN LEGAZPI,KYMADLEG,"{'latitude': 40.39188, 'longitude': -3.69605}",{'countryCode': 'ES'},156635,2023-06-15T09:52:23
KY,MAD,700070373,ESPAHOTEL PLAZA ESPANA,KYMADPLA,"{'latitude': 40.4224, 'longitude': -3.71218}",{'countryCode': 'ES'},121502,2023-06-15T09:53:10
KY,MAD,700042340,EUROSTARS I-HOTEL,KYMADIHO,"{'latitude': 40.39706, 'longitude': -3.79553}",{'countryCode': 'ES'},77124,2023-06-15T09:53:26
KY,MAD,700031287,POZUELO - POZUELO DE ALARCON,KYMADPOZ,"{'latitude': 40.43765, 'longitude': -3.81801}",{'countryCode': 'ES'},57551,2023-06-15T09:52:39
KY,MAD,700023502,ALFONSO VI-TOLEDO,KYMADALF,"{'latitude': 39.63491, 'longitude': -4.47584}",{'countryCode': 'ES'},42145,2023-06-15T09:52:23
KY,MAD,700041587,FONTECRUZ TOLEDO - TOLEDO,KYMADEUG,"{'latitude': 39.85555, 'longitude': -4.02604}",{'countryCode': 'ES'},75848,2023-06-15T09:52:23
KY,MAD,700025315,EXE CARLOS V - TOLEDO,KYMADCAL,"{'latitude': 39.85761, 'longitude': -4.02192}",{'countryCode': 'ES'},48670,2023-06-15T09:52:23
KY,MAD,700094677,RESTON VALDEMORO,KYMADRES,"{'latitude': 40.1832, 'longitude': -3.68163}",{'countryCode': 'ES'},156777,2023-06-15T09:52:39
LE,MAD,700148715,PETIT PALACE SAVOY ALFONSO XII,LEMADPPS,"{'latitude': 40.41723, 'longitude': -3.68921}",{'countryCode': 'ES'},238667,2023-06-15T10:24:52
LE,MAD,700025953,SENATOR GRAN VIA 21 HOTEL,LEMADVIA,"{'latitude': 40.41997, 'longitude': -3.70151}",{'countryCode': 'ES'},49432,2023-06-15T10:16:44
LE,MAD,700026577,SENATOR GRAN VIA 70 SPA HOTEL,LEMADESP,"{'latitude': 40.42257, 'longitude': -3.70963}",{'countryCode': 'ES'},50256,2023-06-15T10:18:18
LE,MAD,700148092,PETIT PALACE SANTA BARBARA,LEMADSBA,"{'latitude': 40.42642, 'longitude': -3.69671}",{'countryCode': 'ES'},237831,2023-06-15T09:55:48
LE,MAD,700010688,HOTEL OPERA,LEMAD294,"{'latitude': 40.41878, 'longitude': -3.71028}",{'countryCode': 'ES'},18332,2023-06-15T09:53:42
LW,MAD,700014038,HOTEL VILLA MAGNA,LWMAD433,"{'latitude': 40.42965, 'longitude': -3.68884}",{'countryCode': 'ES'},23929,2023-06-15T09:44:16
LX,MAD,700014060,VILLA REAL HOTEL,LXMADVIL,"{'latitude': 40.41556, 'longitude': -3.697}",{'countryCode': 'ES'},23992,2023-06-15T09:54:29
ME,MAD,502148737,GROUPS TESTING ANVITY3,MEMAD312,"{'latitude': 40.42028, 'longitude': -3.70577}",{'countryCode': 'ES'},0,2023-06-15T10:22:14
ME,MAD,502148674,SHREYA ANVITY PROPERTY1,MEMAD511,"{'latitude': 40.42028, 'longitude': -3.70577}",{'countryCode': 'ES'},0,2023-06-15T10:21:58
ME,MAD,502148675,SHREYA ANVITY PROPERTY1,MEMAD512,"{'latitude': 40.42028, 'longitude': -3.70577}",{'countryCode': 'ES'},0,2023-06-15T10:22:14
ME,MAD,502148677,SHREYA ANVITY PROPERTY1,MEMAD514,"{'latitude': 40.42028, 'longitude': -3.70577}",{'countryCode': 'ES'},0,2023-06-15T10:22:14
ME,MAD,700156672,SHREYA ANVITY PROPERTY1,MEMAD600,"{'latitude': 40.42028, 'longitude': -3.70577}",{'countryCode': 'ES'},250127,2023-06-15T10:22:14
ME,MAD,502148733,SHREYA ANVITY PROPERTY1,MEMAD801,"{'latitude': 40.42028, 'longitude': -3.70577}",{'countryCode': 'ES'},0,2023-06-15T10:22:14
ME,MAD,502148734,SHREYA ANVITY PROPERTY1,MEMAD802,"{'latitude': 40.42028, 'longitude': -3.70577}",{'countryCode': 'ES'},0,2023-06-15T10:21:42
ME,MAD,502148736,SHREYA ANVITY PROPERTY1,MEMAD804,"{'latitude': 40.42028, 'longitude': -3.70577}",{'countryCode': 'ES'},0,2023-06-15T10:22:14
NN,MAD,700042447,CAMPANILE MADRID - ALCALA DE HENARES,NNMADC01,"{'latitude': 40.48239, 'longitude': -3.39454}",{'countryCode': 'ES'},77341,2023-06-15T09:54:29
NN,MAD,700042448,CAMPANILE MADRID - LAS ROZAS,NNMADC02,"{'latitude': 40.60502, 'longitude': -3.9684}",{'countryCode': 'ES'},77342,2023-06-15T09:54:14
NS,MAD,700032964,NH COLLECTION PALACIO ARANJUEZ,NSMADPAZ,"{'latitude': 40.03376, 'longitude': -3.60823}",{'countryCode': 'ES'},60806,2023-06-15T09:54:14
NS,MAD,700030491,NH CIUDAD DE CUENCA,NSMADCUE,"{'latitude': 40.06237, 'longitude': -2.13237}",{'countryCode': 'ES'},56252,2023-06-15T09:57:06
NS,MAD,700032827,NH MADRID PUERTA DE ALCALA,NSMADALC,"{'latitude': 40.42226, 'longitude': -3.68126}",{'countryCode': 'ES'},60624,2023-06-15T09:56:35
NS,MAD,700032963,NH MADRID SUR,NSMADPAC,"{'latitude': 40.39871, 'longitude': -3.67003}",{'countryCode': 'ES'},60805,2023-06-15T09:56:51
NS,MAD,700071480,NH MADRID LAS TABLAS,NSMADLTA,"{'latitude': 40.49543, 'longitude': -3.66782}",{'countryCode': 'ES'},124296,2023-06-15T10:00:46
NS,MAD,700019407,NH COLLECTION MADRID ABASCAL,NSMADABA,"{'latitude': 40.43844, 'longitude': -3.69466}",{'countryCode': 'ES'},34276,2023-06-15T09:58:09
NS,MAD,700032957,NH MADRID SANVY,NSMADSAN,"{'latitude': 40.42618, 'longitude': -3.68899}",{'countryCode': 'ES'},60799,2023-06-15T09:59:12
NS,MAD,700032959,NH COLLECTION EUROBUILDING,NSMADERB,"{'latitude': 40.45864, 'longitude': -3.68558}",{'countryCode': 'ES'},60801,2023-06-15T09:59:12
NS,MAD,700025813,NH PASEO DE LA HABANA,NSMADHAB,"{'latitude': 40.45574, 'longitude': -3.68178}",{'countryCode': 'ES'},49273,2023-06-15T09:57:06
NS,MAD,700007097,NH MADRID ALONSO MARTINEZ,NSMADEMB,"{'latitude': 40.42887, 'longitude': -3.69601}",{'countryCode': 'ES'},12101,2023-06-15T09:56:19
NS,MAD,700032760,NH MADRID ZURBANO,NSMADZUR,"{'latitude': 40.43869, 'longitude': -3.69286}",{'countryCode': 'ES'},60507,2023-06-15T09:54:14
NS,MAD,700027199,NH BARAJAS,NSMADBAR,"{'latitude': 40.45233, 'longitude': -3.59466}",{'countryCode': 'ES'},51072,2023-06-15T09:59:27
NS,MAD,700032961,NH VILLA DE COSLADA,NSMADCOS,"{'latitude': 40.42765, 'longitude': -3.56059}",{'countryCode': 'ES'},60803,2023-06-15T09:56:19
NS,MAD,700032968,NH MONTE ROZAS,NSMADMON,"{'latitude': 40.49197, 'longitude': -3.87457}",{'countryCode': 'ES'},60810,2023-06-15T09:59:12
NS,MAD,700032956,NH LEGANES,NSMADLGA,"{'latitude': 40.32761, 'longitude': -3.74577}",{'countryCode': 'ES'},60798,2023-06-15T09:53:58
NS,MAD,700032967,NH POZUELO CIUDAD DE LA IMAGEN,NSMADIMA,"{'latitude': 40.39803, 'longitude': -3.78781}",{'countryCode': 'ES'},60809,2023-06-15T09:54:30
NS,MAD,700027049,NH EL ESCORIAL VICTORIA PALACE,NSMADVIC,"{'latitude': 40.59151, 'longitude': -4.14404}",{'countryCode': 'ES'},50865,2023-06-15T10:10:59
OI,MAD,502344787,WBS DRI TEST PROP,OIMADVHO,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-06-15T11:11:16
OI,MAD,502345061,TEST PROPERTY FOR WBS TESTING VPG,OIMADGZR,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-03-29T06:49:12
OI,MAD,502345163,NEW TEST PROPERTY5,OIMADSFV,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-04-28T10:12:18
OI,MAD,502345151,TEST LINKHOTEL,OIMAD223,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-04-24T11:38:48
OI,MAD,502345150,NEW TEST PROPERTY3,OIMADLPO,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-04-24T09:01:37
OI,MAD,502338727,NEW WBS TEST PROPERTY,OIMADGDB,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-06-15T11:09:29
OI,MAD,502338803,NEW TEST PROPERTY FOR E2E FLOW,OIMADBPM,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-06-15T11:05:02
OI,MAD,502344767,DUMMY PROPERTY,OIMADEAF,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-06-15T11:11:16
OI,MAD,502344774,TEST PROP OPT SVC VALIDATION,OIMADYNG,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-06-15T11:09:29
OI,MAD,502333846,HOSAWAY TEST HOTEL,OIMADHTS,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-06-15T10:30:22
OI,MAD,502335315,BOOKINGJINI IN TEST HOTEL,OIMADBKN,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-06-15T11:11:28
OI,MAD,502345051,TEST PROP ROOMCLOUD,OIMADRMC,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-03-28T07:29:26
OI,MAD,502338587,TRUSTED STA,OIMADTSY,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-06-15T11:12:11
OI,MAD,502344827,REZEN TEST HOTEL,OIMADRZG,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-06-15T11:11:16
OI,MAD,502265328,BOOKING PAL HOTEL,OIMADTTT,"{'latitude': 40.40059, 'longitude': -3.67156}",{'countryCode': 'ES'},0,2023-06-15T11:11:39
OI,MAD,700025930,HOTEL MONTE REAL,OIMADHMR,"{'latitude': 40.47502, 'longitude': -3.74242}",{'countryCode': 'ES'},49408,2023-06-15T11:04:50
OI,MAD,700010174,HOTEL MIGUEL ANGEL - MADRID,OIMADMIG,"{'latitude': 40.43741, 'longitude': -3.69124}",{'countryCode': 'ES'},17447,2023-06-15T11:06:28
OI,MAD,700094541,HOTEL ABALU,OIMADHAB,"{'latitude': 40.4239, 'longitude': -3.70571}",{'countryCode': 'ES'},156614,2023-06-15T11:08:35
OI,MAD,502326332,HOTEL TEST AVIRATO,OIMADAVI,"{'latitude': 40.43986, 'longitude': -3.65697}",{'countryCode': 'ES'},0,2023-06-15T11:11:28
OI,MAD,502322631,KROSS BOOKING TEST PROPERTY,OIMADKRO,"{'latitude': 40.32298, 'longitude': -3.77928}",{'countryCode': 'ES'},0,2023-06-15T11:06:06
OI,MAD,700228447,HOTEL REZEXCHANGE TEST PROPERTIES,OIMADRZE,"{'latitude': 12.0, 'longitude': 12.0}",{'countryCode': 'US'},417661,2023-06-15T14:12:22
OI,MAD,700124089,HOTEL AVANT AEROPUERTO - TORREJON DE ARD,OIMADAVA,"{'latitude': 40.44533, 'longitude': -3.48575}",{'countryCode': 'ES'},195936,2023-06-15T10:29:50
ON,MAD,700046821,HOTEL ISLA DE LA GARENA-ALCALA D,ONMADISL,"{'latitude': 40.48122, 'longitude': -3.40504}",{'countryCode': 'ES'},85674,2023-06-15T11:05:44
ON,MAD,700031480,HOTEL ATLANTICO,ONMADATL,"{'latitude': 40.42046, 'longitude': -3.70456}",{'countryCode': 'ES'},57827,2023-06-15T10:39:33
ON,MAD,700035022,LUSSO INFANTAS,ONMADLUS,"{'latitude': 40.42002, 'longitude': -3.69704}",{'countryCode': 'ES'},64662,2023-06-15T11:05:34
PH,MAD,700019951,HESPERIA MADRID PREFERRED HOTE,PHMADHMH,"{'latitude': 40.43898, 'longitude': -3.69156}",{'countryCode': 'ES'},35465,2023-06-15T10:31:25
PH,MAD,700027031,NH COLLECTION PASEO DEL PRADO,PHMADPAS,"{'latitude': 40.4153, 'longitude': -3.69477}",{'countryCode': 'ES'},50834,2023-06-15T11:10:23
RD,MAD,700144622,RADISSON BLU MADRID PRADO,RDMAD137,"{'latitude': 40.41255, 'longitude': -3.69569}",{'countryCode': 'ES'},233070,2023-06-15T10:15:57
RT,MAD,501440614,IBIS BUDGET ALCALA DE HENARES,RTMADRES,"{'latitude': 40.50054, 'longitude': -3.33719}",{'countryCode': 'ES'},0,2023-06-15T11:09:08
RT,MAD,700094491,IBIS MADRID GETAFE,RTMADGTF,"{'latitude': 40.31622, 'longitude': -3.73543}",{'countryCode': 'ES'},156557,2023-06-15T09:58:09
RT,MAD,700094555,IBIS MADRID AEROPUERTO,RTMADIIS,"{'latitude': 40.47023, 'longitude': -3.58066}",{'countryCode': 'ES'},156629,2023-06-15T09:54:30
RT,MAD,700026135,NOVOTEL MADRID CAMPO NACIONES,RTMADCMP,"{'latitude': 40.46248, 'longitude': -3.61447}",{'countryCode': 'ES'},49653,2023-06-15T09:54:14
RT,MAD,700007916,IBIS STYLES MADRID PRADO,RTMADPRA,"{'latitude': 40.41483, 'longitude': -3.69883}",{'countryCode': 'ES'},13583,2023-06-15T09:50:03
RT,MAD,700012793,MERCURE MADRID PLAZA DE ESPANA,RTMADPUL,"{'latitude': 40.42566, 'longitude': -3.7138}",{'countryCode': 'ES'},21818,2023-06-15T09:59:12
RT,MAD,700094375,IBIS MADRID ALCORCON TRESAGUAS,RTMADALR,"{'latitude': 40.35685, 'longitude': -3.8225}",{'countryCode': 'ES'},156412,2023-06-15T09:59:28
RT,MAD,700219108,IBIS BUDGET MADRID GETAFE,RTMADAFE,"{'latitude': 40.27676, 'longitude': -3.69528}",{'countryCode': 'ES'},403831,2023-06-15T11:08:36
RT,MAD,700183254,IBIS BUDGET MADRID VALLECAS,RTMADCAS,"{'latitude': 40.37228, 'longitude': -3.64076}",{'countryCode': 'ES'},301534,2023-06-15T11:08:25
RT,MAD,501440616,IBIS BUDGET MADRID LAS VENTAS,RTMADTAS,"{'latitude': 40.4326, 'longitude': -3.65621}",{'countryCode': 'ES'},0,2023-06-15T11:08:25
RT,MAD,700183253,IBIS BUDGET MADRID V BEATO,RTMADATO,"{'latitude': 40.43933, 'longitude': -3.62712}",{'countryCode': 'ES'},301533,2023-06-15T11:08:25
SI,MAD,700040933,SHERATON MADRID MIRASIERRA HOTEL & SPA,SIMAD787,"{'latitude': 40.48706, 'longitude': -3.70244}",{'countryCode': 'ES'},74616,2023-06-15T09:45:51
SM,MAD,700024351,MELIA BARAJAS,SMMADBAR,"{'latitude': 40.46956, 'longitude': -3.58134}",{'countryCode': 'ES'},47123,2023-06-15T09:54:14
SM,MAD,700001545,MELIA GALGOS,SMMAD130,"{'latitude': 40.43565, 'longitude': -3.68529}",{'countryCode': 'ES'},2399,2023-06-15T09:57:07
SM,MAD,700001543,MELIA AVENIDA DE AMERICA,SMMAD133,"{'latitude': 40.44777, 'longitude': -3.62826}",{'countryCode': 'ES'},2397,2023-06-15T09:58:09
SM,MAD,700013044,INNSIDE SUECIA,SMMADSUE,"{'latitude': 40.41792, 'longitude': -3.69616}",{'countryCode': 'ES'},22271,2023-06-15T10:36:24
SM,MAD,700070374,TRYP CENTRO NORTE APT,SMMADPCN,"{'latitude': 40.47187, 'longitude': -3.68569}",{'countryCode': 'ES'},121503,2023-06-15T09:56:36
TG,MAD,700034115,TRAVELODGE MADRID TORRELAGUNA,TGMAD003,"{'latitude': 40.44545, 'longitude': -3.65539}",{'countryCode': 'ES'},63278,2023-06-15T10:18:03
TG,MAD,700189965,TRAVELODGE MADRID ALCALA,TGMAD015,"{'latitude': 40.43692, 'longitude': -3.631}",{'countryCode': 'ES'},367170,2023-06-15T10:28:48
TY,MAD,700079122,PARADOR DE ALCALA,TYMADALC,"{'latitude': 40.48149, 'longitude': -3.36241}",{'countryCode': 'ES'},135077,2023-06-15T10:14:55
TY,MAD,700020185,PARADOR DE AVILA,TYMADAVI,"{'latitude': 40.6579, 'longitude': -4.7015}",{'countryCode': 'ES'},35977,2023-06-15T10:12:49
TY,MAD,700041982,HOTEL MIDAMA,TYMADDAM,"{'latitude': 40.10515, 'longitude': -2.22195}",{'countryCode': 'ES'},76505,2023-06-15T10:18:03
TY,MAD,700001506,PARADOR DE CUENCA,TYMADCUE,"{'latitude': 40.07868, 'longitude': -2.12644}",{'countryCode': 'ES'},2352,2023-06-15T10:14:23
TY,MAD,700141746,HOTEL INFANTE,TYMADINF,"{'latitude': 40.63476, 'longitude': -3.16913}",{'countryCode': 'ES'},227974,2023-06-15T10:12:34
TY,MAD,700013783,HOTEL REX,TYMADTRR,"{'latitude': 40.42066, 'longitude': -3.70677}",{'countryCode': 'ES'},23412,2023-06-15T10:16:14
TY,MAD,700010361,MURALTO SUITES,TYMADMUR,"{'latitude': 40.4294, 'longitude': -3.71643}",{'countryCode': 'ES'},17772,2023-06-15T10:15:10
TY,MAD,700166030,POSADA DEL DRAGON,TYMADDRA,"{'latitude': 40.41313, 'longitude': -3.70849}",{'countryCode': 'ES'},267259,2023-06-15T10:23:01
TY,MAD,700129179,APARTHOTEL ENCASA,TYMADENC,"{'latitude': 40.40397, 'longitude': -3.59201}",{'countryCode': 'ES'},204908,2023-06-15T10:07:50
TY,MAD,700129224,APARTOSUITES JARDINES DE SABATINI,TYMADPRI,"{'latitude': 40.42085, 'longitude': -3.71475}",{'countryCode': 'ES'},205021,2023-06-15T09:47:09
TY,MAD,700009982,HOTEL MEDIODIA,TYMADMED,"{'latitude': 40.40855, 'longitude': -3.69257}",{'countryCode': 'ES'},17177,2023-06-15T10:20:09
TY,MAD,700020313,PARADOR DE GREDOS - AVILA,TYMADGRE,"{'latitude': 40.35499, 'longitude': -5.11291}",{'countryCode': 'ES'},36177,2023-06-15T10:13:36
TY,MAD,700094601,APARTHOTEL VILLA DE PARLA,TYMADPAR,"{'latitude': 40.23865, 'longitude': -3.76049}",{'countryCode': 'ES'},156688,2023-06-15T10:02:37
TY,MAD,700001613,PARADOR DE SEGOVIA,TYMADSEG,"{'latitude': 40.96083, 'longitude': -4.11104}",{'countryCode': 'ES'},2476,2023-06-15T10:13:36
TY,MAD,700001522,PARADOR DE SIGUENZA,TYMADSIG,"{'latitude': 41.06477, 'longitude': -2.64153}",{'countryCode': 'ES'},2368,2023-06-15T10:14:23
TY,MAD,700166118,HOSTAL PUERTA DE BISAGRA,TYMADBIS,"{'latitude': 39.86217, 'longitude': -4.02486}",{'countryCode': 'ES'},267383,2023-06-15T10:17:47
TY,MAD,700032920,TH LAS ROZAS,TYMADROZ,"{'latitude': 40.48415, 'longitude': -3.85665}",{'countryCode': 'ES'},60742,2023-06-15T11:09:19
UI,MAD,700033452,PETIT PALACE EMBASSY SERRANO,UIMADPPE,"{'latitude': 40.42754, 'longitude': -3.6829}",{'countryCode': 'ES'},61920,2023-06-15T09:53:12
UI,MAD,700025680,PRAGA HOTEL,UIMADPRA,"{'latitude': 40.39418, 'longitude': -3.70802}",{'countryCode': 'ES'},49113,2023-06-15T09:52:56
UI,MAD,700031289,PETIT PALACE PUERTA DEL SOL,UIMADPPP,"{'latitude': 40.41691, 'longitude': -3.70506}",{'countryCode': 'ES'},57553,2023-06-15T09:53:27
UI,MAD,700025865,PETIT PALACE ARTURO SORIA ALCA,UIMADART,"{'latitude': 40.43995, 'longitude': -3.63927}",{'countryCode': 'ES'},49334,2023-06-15T09:56:36
UI,MAD,700149859,CATALONIA ATOCHA,UIMAD326,"{'latitude': 40.41187, 'longitude': -3.69806}",{'countryCode': 'ES'},240201,2023-06-15T10:20:25
UI,MAD,700117724,AXOR FERIA HOTEL,UIMAD080,"{'latitude': 40.44767, 'longitude': -3.58238}",{'countryCode': 'ES'},183445,2023-06-15T10:14:55
UI,MAD,700034066,CATALONIA GOYA,UIMADCAC,"{'latitude': 40.42507, 'longitude': -3.68214}",{'countryCode': 'ES'},63203,2023-06-15T09:57:23
UI,MAD,700070717,PETIT PALACE MAYOR HOTEL,UIMAD811,"{'latitude': 40.4159, 'longitude': -3.70887}",{'countryCode': 'ES'},122576,2023-06-15T10:04:58
UI,MAD,700035097,VINCCI SOHO HOTEL,UIMADVSM,"{'latitude': 40.41503, 'longitude': -3.69817}",{'countryCode': 'ES'},64840,2023-06-15T10:07:19
UI,MAD,700054440,VINCCI SOMA HOTEL,UIMADPIN,"{'latitude': 40.42492, 'longitude': -3.67826}",{'countryCode': 'ES'},100800,2023-06-15T10:22:30
UI,MAD,700024431,VINCCI CAPITOL,UIMADCPH,"{'latitude': 40.42049, 'longitude': -3.70631}",{'countryCode': 'ES'},47234,2023-06-15T11:08:36
UI,MAD,700047517,VINCCI VIA 66,UIMAD439,"{'latitude': 40.42225, 'longitude': -3.70904}",{'countryCode': 'ES'},86884,2023-06-15T11:08:57
UI,MAD,700024392,SILKEN PUERTA MADRID,UIMADSPM,"{'latitude': 40.44829, 'longitude': -3.63612}",{'countryCode': 'ES'},47177,2023-06-15T09:53:27
UI,MAD,700165136,PETIT PALACE LEALTAD PLAZA,UIMADPPL,"{'latitude': 40.41651, 'longitude': -3.69093}",{'countryCode': 'ES'},265660,2023-06-15T10:27:29
UI,MAD,700041299,CATALONIA LAS CORTES HOTEL,UIMADCLC,"{'latitude': 40.41467, 'longitude': -3.69951}",{'countryCode': 'ES'},75340,2023-06-15T09:54:14
UI,MAD,700222604,APART HOTEL SERRANO RECOLETOS,UIMADREC,"{'latitude': 40.4231, 'longitude': -3.69077}",{'countryCode': 'ES'},408661,2023-06-15T11:08:47
UI,MAD,700019950,PETIT PALACE CLIPER,UIMADCLI,"{'latitude': 40.41984, 'longitude': -3.70349}",{'countryCode': 'ES'},35463,2023-06-15T09:54:14
UI,MAD,700025975,PETIT PALACE MADRID AEROPUERTO,UIMADMAD,"{'latitude': 40.45859, 'longitude': -3.58221}",{'countryCode': 'ES'},49456,2023-06-15T09:52:40
UI,MAD,700015081,H10 VILLA DE LA REINA,UIMAD30A,"{'latitude': 40.42001, 'longitude': -3.70032}",{'countryCode': 'ES'},25968,2023-06-15T09:53:12
UI,MAD,501120381,PETIT PALACE ITALIA GRAN VIA HOTEL,UIMADPPI,"{'latitude': 40.42044, 'longitude': -3.70302}",{'countryCode': 'ES'},0,2023-06-15T09:53:12
UI,MAD,700027026,SILKEN TORRE GARDEN HOTEL,UIMADSTG,"{'latitude': 40.41485, 'longitude': -3.62141}",{'countryCode': 'ES'},50829,2023-06-15T09:52:09
UI,MAD,700022875,PETIT PALACE DUCAL CHUECA HOTEL,UIMADPET,"{'latitude': 40.42028, 'longitude': -3.70098}",{'countryCode': 'ES'},40899,2023-06-15T09:52:09
UI,MAD,700025971,HOTEL SERRANO,UIMAD926,"{'latitude': 40.43118, 'longitude': -3.68732}",{'countryCode': 'ES'},49452,2023-06-15T10:30:54
UI,MAD,700070716,MAYDRIT HOTEL,UIMAD854,"{'latitude': 40.4514, 'longitude': -3.59311}",{'countryCode': 'ES'},122574,2023-06-15T10:11:46
UI,MAD,700017714,INTUR PALACIO SAN MARTIN HOTEL,UIMADMAR,"{'latitude': 40.41851, 'longitude': -3.70706}",{'countryCode': 'ES'},30806,2023-06-15T10:04:11
UI,MAD,700040936,PETIT PALACE PLAZA DEL CARMEN,UIMADPPC,"{'latitude': 40.41851, 'longitude': -3.70287}",{'countryCode': 'ES'},74619,2023-06-15T09:52:56
UI,MAD,700034064,PETIT PALACE POSADA DEL PEINE,UIMADPPO,"{'latitude': 40.41573, 'longitude': -3.70612}",{'countryCode': 'ES'},63200,2023-06-15T09:52:09
UI,MAD,700025280,AGUMAR HOTEL,UIMADAGU,"{'latitude': 40.40672, 'longitude': -3.68327}",{'countryCode': 'ES'},48617,2023-06-15T09:59:13
UI,MAD,700094539,VP JARDIN METROPOLITANO HOTEL,UIMADMET,"{'latitude': 40.44713, 'longitude': -3.70691}",{'countryCode': 'ES'},156612,2023-06-15T09:54:46
UI,MAD,700044278,LIABENY HOTEL,UIMADLIA,"{'latitude': 40.41861, 'longitude': -3.70398}",{'countryCode': 'ES'},80721,2023-06-15T10:12:34
UI,MAD,700042195,PETIT PALACE SAN BERNARDO,UIMADPSB,"{'latitude': 40.42981, 'longitude': -3.70594}",{'countryCode': 'ES'},76921,2023-06-15T09:52:09
UI,MAD,700050225,ECO ALCALA SUITES,UIMAD177,"{'latitude': 40.43771, 'longitude': -3.63165}",{'countryCode': 'ES'},91619,2023-06-15T10:29:19
UI,MAD,700040733,SILKEN PUERTA AMERICA,UIMADSPA,"{'latitude': 40.43883, 'longitude': -3.67538}",{'countryCode': 'ES'},73884,2023-06-15T09:53:12
UI,MAD,700026130,AMURA ALCOBENDAS HOTEL,UIMADAMA,"{'latitude': 40.53591, 'longitude': -3.6415}",{'countryCode': 'ES'},49648,2023-06-15T09:54:30
UI,MAD,700059758,LA MORALEJA HOTEL,UIMADLAM,"{'latitude': 40.51592, 'longitude': -3.65594}",{'countryCode': 'ES'},108276,2023-06-15T09:53:27
UI,MAD,700026083,GLOBALES DE LOS REYES HOTEL,UIMADREY,"{'latitude': 40.56104, 'longitude': -3.63088}",{'countryCode': 'ES'},49593,2023-06-15T09:42:27
UZ,MAD,700154831,LUXURY SUITES HOTEL,UZMAD513,"{'latitude': 40.41989, 'longitude': -3.69146}",{'countryCode': 'ES'},247610,2023-06-15T10:23:49
UZ,MAD,700027734,LOS ARCOS HOTEL- SEGOVIA,UZMAD989,"{'latitude': 40.94364, 'longitude': -4.12015}",{'countryCode': 'ES'},51886,2023-06-15T09:52:09
VP,MAD,502345029,TEST PROPERTY FOR VP,VPMADYNJ,"{'latitude': -17.78306, 'longitude': 177.21639}",{'countryCode': 'ES'},0,2023-04-28T09:00:17
VP,MAD,502345232,NEW PROPERTY FOR PROMOTIONS TESTING8,VPMADUWX,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T10:31:57
VP,MAD,502345237,NEW PROPERTY FOR PROMOTIONS TESTING13,VPMADCVW,"{'latitude': 0.0, 'longitude': 0.0}",{'countryCode': 'ES'},0,2023-05-29T11:01:50
